hour,day_of_week,location,latitude,longitude,demand,supply
1,3,hyderabad_hitech_city,17.4435,78.3772,99,83
20,4,gurugram_cyber_city,28.4949,77.0887,161,73
21,3,chandigarh_sector_17,30.7333,76.7794,137,65
21,2,gurugram_sohna_road,28.4089,77.0383,155,86
8,5,noida_sector_62,28.6176,77.3721,167,82
4,2,visakhapatnam_beach_road,17.6868,83.2185,64,89
1,3,jaipur_sitapura,26.7997,75.8351,55,79
21,5,suburb,12.9153,77.5135,103,72
11,4,mumbai_bandra,19.0596,72.8295,159,85
15,3,kolkata_esplanade,22.5728,88.3639,85,99
19,6,downtown,12.9716,77.5946,215,69
18,1,mumbai_andheri,19.1197,72.8468,147,82
16,4,kolkata_esplanade,22.5728,88.3639,103,88
14,5,hyderabad_hitech_city,17.4435,78.3772,102,87
15,3,bengaluru_indiranagar,12.9784,77.6408,132,107
23,5,chennai_t_nagar,13.0418,80.2337,69,84
9,6,hyderabad_secunderabad,17.4399,78.4983,163,64
19,0,kochi_mg_road,9.9312,76.2673,141,66
1,6,connaught_place,28.6315,77.2167,86,85
0,4,coimbatore_race_course,11.0168,76.9558,54,73
12,1,ahmedabad_cg_road,23.0225,72.5714,81,98
8,2,nagpur_sitabuildi,21.1458,79.0882,129,62
2,1,chennai_t_nagar,13.0418,80.2337,78,103
4,2,hyderabad_hitech_city,17.4435,78.3772,86,94
16,6,vadodara_alkapuri,22.3072,73.1812,75,72
17,5,downtown,12.9716,77.5946,198,73
12,1,jaipur_sitapura,26.7997,75.8351,81,75
3,1,connaught_place,28.6315,77.2167,89,102
22,0,ahmedabad_cg_road,23.0225,72.5714,66,98
13,3,midtown,12.9802,77.6408,96,93
19,5,thiruvananthapuram_palayam,8.5241,76.9366,109,60
11,3,india_gate,28.6129,77.2295,122,81
8,6,visakhapatnam_beach_road,17.6868,83.2185,120,73
3,4,downtown,12.9716,77.5946,91,85
17,4,chennai_t_nagar,13.0418,80.2337,158,90
23,3,gurugram_cyber_city,28.4949,77.0887,68,100
3,1,midtown,12.9802,77.6408,58,95
9,1,suburb,12.9153,77.5135,106,74
0,2,gurugram_sohna_road,28.4089,77.0383,58,83
1,5,ahmedabad_cg_road,23.0225,72.5714,69,82
0,5,coimbatore_race_course,11.0168,76.9558,44,70
4,1,pune_hinjewadi,18.5917,73.7389,56,98
6,6,indore_vijay_nagar,22.7196,75.8577,89,75
14,1,india_gate,28.6129,77.2295,82,97
16,0,nagpur_sitabuildi,21.1458,79.0882,106,78
7,6,chennai_omr,12.8407,80.2244,121,77
1,2,chennai_omr,12.8407,80.2244,67,88
2,1,chennai_t_nagar,13.0418,80.2337,59,104
20,5,connaught_place,28.6315,77.2167,213,83
0,0,chandigarh_sector_17,30.7333,76.7794,71,74
6,4,kolkata_salt_lake,22.5862,88.4143,97,86
6,3,kochi_mg_road,9.9312,76.2673,105,90
10,4,vadodara_alkapuri,22.3072,73.1812,122,59
0,2,hyderabad_hitech_city,17.4435,78.3772,98,96
5,2,mumbai_bandra,19.0596,72.8295,96,100
18,6,guwahati_paltan_bazaar,26.1445,91.7362,108,70
0,5,indore_vijay_nagar,22.7196,75.8577,51,70
2,1,suburb,12.9153,77.5135,48,75
9,2,surat_adajan,21.1702,72.8311,150,76
12,3,vadodara_alkapuri,22.3072,73.1812,70,85
17,6,kolkata_esplanade,22.5728,88.3639,172,76
23,0,hyderabad_secunderabad,17.4399,78.4983,71,82
19,3,bhubaneswar_janpath,20.2961,85.8245,149,62
6,3,ahmedabad_cg_road,23.0225,72.5714,99,81
20,5,chennai_t_nagar,13.0418,80.2337,162,81
18,1,noida_sector_62,28.6176,77.3721,179,86
20,2,vadodara_alkapuri,22.3072,73.1812,163,63
1,5,bengaluru_indiranagar,12.9784,77.6408,68,88
21,5,nagpur_sitabuildi,21.1458,79.0882,120,75
8,2,thiruvananthapuram_palayam,8.5241,76.9366,160,74
9,3,mysuru_jayalakshmipuram,12.2958,76.6394,156,69
23,3,guwahati_paltan_bazaar,26.1445,91.7362,52,68
5,1,hyderabad_hitech_city,17.4435,78.3772,80,85
17,4,bhubaneswar_janpath,20.2961,85.8245,133,77
5,3,gurugram_sohna_road,28.4089,77.0383,56,76
1,3,noida_sector_62,28.6176,77.3721,62,98
22,5,india_gate,28.6129,77.2295,70,89
16,4,nagpur_sitabuildi,21.1458,79.0882,86,84
16,3,visakhapatnam_beach_road,17.6868,83.2185,105,88
11,0,chennai_t_nagar,13.0418,80.2337,114,92
8,2,india_gate,28.6129,77.2295,190,74
17,4,india_gate,28.6129,77.2295,181,81
23,6,pune_hinjewadi,18.5917,73.7389,57,76
6,3,suburb,12.9153,77.5135,78,71
15,2,indore_vijay_nagar,22.7196,75.8577,75,73
21,6,hyderabad_secunderabad,17.4399,78.4983,135,83
3,3,srinagar_lal_chowk,34.0837,74.7973,47,83
3,6,midtown,12.9802,77.6408,58,79
10,1,vadodara_alkapuri,22.3072,73.1812,136,68
4,5,airport,13.1986,77.7066,86,102
20,1,ahmedabad_cg_road,23.0225,72.5714,182,80
9,1,airport,13.1986,77.7066,236,85
2,0,coimbatore_race_course,11.0168,76.9558,57,70
5,0,downtown,12.9716,77.5946,75,79
20,3,mumbai_bandra,19.0596,72.8295,196,72
20,0,gurugram_cyber_city,28.4949,77.0887,152,76
11,4,bengaluru_indiranagar,12.9784,77.6408,140,93
23,4,kochi_mg_road,9.9312,76.2673,59,86
2,4,bengaluru_indiranagar,12.9784,77.6408,83,88
3,3,lucknow_hazratganj,26.8467,80.9462,62,90
5,4,coimbatore_race_course,11.0168,76.9558,58,74
5,3,downtown,12.9716,77.5946,98,97
11,5,indore_vijay_nagar,22.7196,75.8577,76,68
22,5,guwahati_paltan_bazaar,26.1445,91.7362,46,80
10,0,suburb,12.9153,77.5135,112,80
5,3,jaipur_sitapura,26.7997,75.8351,57,83
12,5,noida_sector_62,28.6176,77.3721,68,93
23,6,surat_adajan,21.1702,72.8311,60,72
0,2,midtown,12.9802,77.6408,66,75
22,3,kochi_mg_road,9.9312,76.2673,55,71
19,0,chennai_t_nagar,13.0418,80.2337,170,82
3,1,bhubaneswar_janpath,20.2961,85.8245,64,73
14,2,thiruvananthapuram_palayam,8.5241,76.9366,81,81
6,3,jaipur_mi_road,26.9128,75.7873,99,75
4,1,kolkata_salt_lake,22.5862,88.4143,52,92
6,1,bhubaneswar_janpath,20.2961,85.8245,113,79
18,0,kolkata_salt_lake,22.5862,88.4143,128,74
22,2,pune_hinjewadi,18.5917,73.7389,64,99
10,0,kolkata_salt_lake,22.5862,88.4143,141,65
10,6,chennai_t_nagar,13.0418,80.2337,173,79
8,6,noida_sector_62,28.6176,77.3721,128,75
7,6,india_gate,28.6129,77.2295,167,80
5,5,downtown,12.9716,77.5946,64,90
1,6,pune_hinjewadi,18.5917,73.7389,61,82
17,2,bhubaneswar_janpath,20.2961,85.8245,159,77
13,0,downtown,12.9716,77.5946,117,87
18,3,mumbai_andheri,19.1197,72.8468,189,73
7,1,thiruvananthapuram_palayam,8.5241,76.9366,149,60
7,4,gurugram_cyber_city,28.4949,77.0887,159,79
18,5,bengaluru_indiranagar,12.9784,77.6408,176,85
4,4,india_gate,28.6129,77.2295,70,103
5,2,bhubaneswar_janpath,20.2961,85.8245,57,84
2,0,chandigarh_sector_17,30.7333,76.7794,66,81
6,4,noida_sector_62,28.6176,77.3721,104,93
12,1,connaught_place,28.6315,77.2167,137,97
12,5,mumbai_andheri,19.1197,72.8468,82,97
14,5,vadodara_alkapuri,22.3072,73.1812,75,70
1,0,mysuru_jayalakshmipuram,12.2958,76.6394,51,81
7,3,chennai_t_nagar,13.0418,80.2337,160,91
16,3,bhubaneswar_janpath,20.2961,85.8245,110,71
8,0,jaipur_mi_road,26.9128,75.7873,152,83
22,4,ahmedabad_cg_road,23.0225,72.5714,63,97
7,1,airport,13.1986,77.7066,256,93
17,5,jaipur_mi_road,26.9128,75.7873,139,73
13,0,indore_vijay_nagar,22.7196,75.8577,71,75
21,5,kolkata_salt_lake,22.5862,88.4143,115,68
16,2,coimbatore_race_course,11.0168,76.9558,99,86
14,4,kolkata_salt_lake,22.5862,88.4143,81,79
18,4,lucknow_hazratganj,26.8467,80.9462,142,79
3,5,chennai_omr,12.8407,80.2244,60,91
13,5,chennai_omr,12.8407,80.2244,67,72
4,2,chennai_t_nagar,13.0418,80.2337,77,87
21,2,vadodara_alkapuri,22.3072,73.1812,136,62
8,5,chandigarh_sector_17,30.7333,76.7794,163,71
1,5,guwahati_paltan_bazaar,26.1445,91.7362,60,63
9,1,hyderabad_hitech_city,17.4435,78.3772,187,75
8,5,hyderabad_secunderabad,17.4399,78.4983,122,65
21,1,chandigarh_sector_17,30.7333,76.7794,149,78
22,6,suburb,12.9153,77.5135,42,78
12,3,thiruvananthapuram_palayam,8.5241,76.9366,67,80
16,5,srinagar_lal_chowk,34.0837,74.7973,86,78
3,0,coimbatore_race_course,11.0168,76.9558,65,71
12,4,hyderabad_secunderabad,17.4399,78.4983,99,78
9,2,ahmedabad_cg_road,23.0225,72.5714,174,74
1,5,lucknow_hazratganj,26.8467,80.9462,55,82
20,0,coimbatore_race_course,11.0168,76.9558,137,70
22,3,midtown,12.9802,77.6408,74,94
16,1,suburb,12.9153,77.5135,66,88
9,6,chandigarh_sector_17,30.7333,76.7794,129,68
22,1,bhopal_mp_nagar,23.2599,77.4126,60,84
3,3,mysuru_jayalakshmipuram,12.2958,76.6394,52,78
1,4,mumbai_bandra,19.0596,72.8295,81,96
9,1,midtown,12.9802,77.6408,161,67
3,3,guwahati_paltan_bazaar,26.1445,91.7362,64,82
15,0,gurugram_cyber_city,28.4949,77.0887,102,86
18,2,guwahati_paltan_bazaar,26.1445,91.7362,157,65
10,1,midtown,12.9802,77.6408,142,65
19,5,chennai_t_nagar,13.0418,80.2337,131,76
3,6,jaipur_mi_road,26.9128,75.7873,63,71
11,1,jaipur_sitapura,26.7997,75.8351,78,85
2,5,bhopal_mp_nagar,23.2599,77.4126,56,69
20,4,jaipur_mi_road,26.9128,75.7873,176,72
6,2,lucknow_hazratganj,26.8467,80.9462,87,95
2,3,suburb,12.9153,77.5135,44,74
18,5,indore_vijay_nagar,22.7196,75.8577,124,61
11,5,bhopal_mp_nagar,23.2599,77.4126,86,75
6,3,mumbai_andheri,19.1197,72.8468,98,93
17,6,surat_adajan,21.1702,72.8311,122,58
13,6,bengaluru_whitefield,12.9698,77.7500,72,87
20,4,chennai_t_nagar,13.0418,80.2337,167,73
9,5,suburb,12.9153,77.5135,91,76
1,2,hyderabad_secunderabad,17.4399,78.4983,58,74
3,2,kolkata_salt_lake,22.5862,88.4143,53,83
22,3,nagpur_sitabuildi,21.1458,79.0882,56,82
11,0,suburb,12.9153,77.5135,64,94
16,2,bhopal_mp_nagar,23.2599,77.4126,100,81
0,6,connaught_place,28.6315,77.2167,75,87
13,4,guwahati_paltan_bazaar,26.1445,91.7362,66,66
1,4,thiruvananthapuram_palayam,8.5241,76.9366,59,65
12,1,guwahati_paltan_bazaar,26.1445,91.7362,66,73
4,1,kolkata_salt_lake,22.5862,88.4143,60,78
0,3,noida_greater_noida,28.4744,77.5031,49,83
19,5,midtown,12.9802,77.6408,158,65
11,3,chandigarh_sector_17,30.7333,76.7794,102,81
10,1,ahmedabad_cg_road,23.0225,72.5714,166,87
16,5,indore_vijay_nagar,22.7196,75.8577,84,86
19,6,nagpur_sitabuildi,21.1458,79.0882,122,58
13,5,bhopal_mp_nagar,23.2599,77.4126,68,73
14,4,jaipur_mi_road,26.9128,75.7873,81,88
0,5,visakhapatnam_beach_road,17.6868,83.2185,56,72
2,3,bhubaneswar_janpath,20.2961,85.8245,57,91
6,2,bhubaneswar_janpath,20.2961,85.8245,100,78
17,6,airport,13.1986,77.7066,234,94
7,6,kolkata_esplanade,22.5728,88.3639,167,70
4,1,mumbai_bandra,19.0596,72.8295,86,94
6,6,airport,13.1986,77.7066,155,84
11,6,vadodara_alkapuri,22.3072,73.1812,77,79
5,3,bengaluru_indiranagar,12.9784,77.6408,100,89
4,3,guwahati_paltan_bazaar,26.1445,91.7362,50,70
23,0,lucknow_hazratganj,26.8467,80.9462,56,91
0,2,pune_hinjewadi,18.5917,73.7389,61,93
14,0,bhopal_mp_nagar,23.2599,77.4126,95,90
15,4,kolkata_esplanade,22.5728,88.3639,92,78
10,2,kolkata_esplanade,22.5728,88.3639,149,84
8,3,kolkata_salt_lake,22.5862,88.4143,127,73
21,4,visakhapatnam_beach_road,17.6868,83.2185,140,78
4,0,chennai_omr,12.8407,80.2244,55,88
3,6,india_gate,28.6129,77.2295,64,99
8,1,hyderabad_secunderabad,17.4399,78.4983,157,83
0,1,mumbai_bandra,19.0596,72.8295,102,86
11,3,pune_hinjewadi,18.5917,73.7389,98,88
9,2,kolkata_salt_lake,22.5862,88.4143,145,76
2,3,ahmedabad_cg_road,23.0225,72.5714,56,81
20,5,midtown,12.9802,77.6408,137,63
12,5,mysuru_jayalakshmipuram,12.2958,76.6394,63,69
17,0,kolkata_esplanade,22.5728,88.3639,152,78
20,5,thiruvananthapuram_palayam,8.5241,76.9366,107,61
10,2,guwahati_paltan_bazaar,26.1445,91.7362,149,67
9,0,kolkata_salt_lake,22.5862,88.4143,136,65
2,0,chandigarh_sector_17,30.7333,76.7794,51,78
14,1,hyderabad_secunderabad,17.4399,78.4983,87,94
11,6,midtown,12.9802,77.6408,85,72
19,3,bengaluru_indiranagar,12.9784,77.6408,238,81
6,4,noida_greater_noida,28.4744,77.5031,76,96
23,5,mysuru_jayalakshmipuram,12.2958,76.6394,59,82
1,5,jaipur_mi_road,26.9128,75.7873,64,90
5,1,noida_sector_62,28.6176,77.3721,60,90
20,5,guwahati_paltan_bazaar,26.1445,91.7362,104,66
6,6,chennai_t_nagar,13.0418,80.2337,92,83
15,2,gurugram_cyber_city,28.4949,77.0887,107,91
7,3,mumbai_andheri,19.1197,72.8468,179,84
11,1,pune_hinjewadi,18.5917,73.7389,97,92
4,6,lucknow_hazratganj,26.8467,80.9462,60,81
23,4,indore_vijay_nagar,22.7196,75.8577,61,78
20,3,india_gate,28.6129,77.2295,177,74
16,1,visakhapatnam_beach_road,17.6868,83.2185,102,78
7,1,nagpur_sitabuildi,21.1458,79.0882,133,77
15,3,hyderabad_hitech_city,17.4435,78.3772,102,91
14,3,noida_sector_62,28.6176,77.3721,83,81
20,2,bhubaneswar_janpath,20.2961,85.8245,165,80
22,2,kolkata_salt_lake,22.5862,88.4143,60,72
2,2,pune_hinjewadi,18.5917,73.7389,59,81
19,1,kolkata_salt_lake,22.5862,88.4143,141,65
23,4,visakhapatnam_beach_road,17.6868,83.2185,57,78
22,5,lucknow_hazratganj,26.8467,80.9462,66,92
6,5,mumbai_andheri,19.1197,72.8468,97,95
18,0,chandigarh_sector_17,30.7333,76.7794,177,63
7,6,bhopal_mp_nagar,23.2599,77.4126,110,60
21,0,kolkata_esplanade,22.5728,88.3639,163,83
16,6,nagpur_sitabuildi,21.1458,79.0882,98,83
15,4,mumbai_andheri,19.1197,72.8468,91,94
3,4,connaught_place,28.6315,77.2167,81,106
5,0,mumbai_bandra,19.0596,72.8295,93,97
0,0,vadodara_alkapuri,22.3072,73.1812,50,78
9,4,vadodara_alkapuri,22.3072,73.1812,119,72
19,6,surat_adajan,21.1702,72.8311,140,60
16,4,nagpur_sitabuildi,21.1458,79.0882,94,72
18,3,vadodara_alkapuri,22.3072,73.1812,136,61
5,0,jaipur_mi_road,26.9128,75.7873,58,79
12,3,bhubaneswar_janpath,20.2961,85.8245,75,78
23,2,airport,13.1986,77.7066,88,104
1,1,bhopal_mp_nagar,23.2599,77.4126,57,72
14,3,kolkata_esplanade,22.5728,88.3639,107,81
4,2,pune_hinjewadi,18.5917,73.7389,72,96
14,3,srinagar_lal_chowk,34.0837,74.7973,73,76
11,2,chennai_omr,12.8407,80.2244,101,90
18,4,chennai_t_nagar,13.0418,80.2337,196,78
18,0,mumbai_bandra,19.0596,72.8295,214,83
2,3,thiruvananthapuram_palayam,8.5241,76.9366,64,69
17,0,jaipur_sitapura,26.7997,75.8351,137,65
14,0,downtown,12.9716,77.5946,103,98
21,3,noida_greater_noida,28.4744,77.5031,152,92
0,4,visakhapatnam_beach_road,17.6868,83.2185,63,89
17,4,mumbai_bandra,19.0596,72.8295,231,79
16,3,coimbatore_race_course,11.0168,76.9558,100,69
5,4,ahmedabad_cg_road,23.0225,72.5714,59,96
4,1,guwahati_paltan_bazaar,26.1445,91.7362,56,65
16,3,mysuru_jayalakshmipuram,12.2958,76.6394,87,69
8,4,nagpur_sitabuildi,21.1458,79.0882,145,71
2,2,pune_hinjewadi,18.5917,73.7389,69,100
18,5,guwahati_paltan_bazaar,26.1445,91.7362,131,71
14,6,kolkata_esplanade,22.5728,88.3639,85,96
5,6,visakhapatnam_beach_road,17.6868,83.2185,46,82
7,2,bengaluru_whitefield,12.9698,77.7500,139,82
11,2,kochi_mg_road,9.9312,76.2673,109,89
7,2,gurugram_sohna_road,28.4089,77.0383,172,71
21,6,guwahati_paltan_bazaar,26.1445,91.7362,130,65
6,1,lucknow_hazratganj,26.8467,80.9462,110,94
2,4,chennai_omr,12.8407,80.2244,72,83
4,3,airport,13.1986,77.7066,82,97
2,2,bengaluru_whitefield,12.9698,77.7500,61,90
23,6,bhubaneswar_janpath,20.2961,85.8245,55,80
5,3,hyderabad_hitech_city,17.4435,78.3772,73,91
4,3,connaught_place,28.6315,77.2167,93,96
6,4,airport,13.1986,77.7066,146,86
11,4,mumbai_andheri,19.1197,72.8468,114,86
17,6,gurugram_sohna_road,28.4089,77.0383,135,80
6,6,mysuru_jayalakshmipuram,12.2958,76.6394,93,80
15,1,vadodara_alkapuri,22.3072,73.1812,94,85
9,3,gurugram_cyber_city,28.4949,77.0887,149,81
1,5,coimbatore_race_course,11.0168,76.9558,55,66
12,3,bhubaneswar_janpath,20.2961,85.8245,99,86
18,0,mumbai_andheri,19.1197,72.8468,175,77
10,0,chennai_omr,12.8407,80.2244,160,82
10,6,india_gate,28.6129,77.2295,169,74
0,0,srinagar_lal_chowk,34.0837,74.7973,63,66
20,2,hyderabad_hitech_city,17.4435,78.3772,196,74
6,2,gurugram_cyber_city,28.4949,77.0887,125,98
23,0,kolkata_salt_lake,22.5862,88.4143,58,90
17,6,airport,13.1986,77.7066,235,79
11,3,chandigarh_sector_17,30.7333,76.7794,96,96
12,3,jaipur_mi_road,26.9128,75.7873,76,91
16,6,srinagar_lal_chowk,34.0837,74.7973,73,66
19,3,visakhapatnam_beach_road,17.6868,83.2185,166,75
13,2,nagpur_sitabuildi,21.1458,79.0882,73,74
21,5,suburb,12.9153,77.5135,97,67
13,3,srinagar_lal_chowk,34.0837,74.7973,84,76
0,3,mumbai_bandra,19.0596,72.8295,82,83
0,6,indore_vijay_nagar,22.7196,75.8577,46,70
23,6,connaught_place,28.6315,77.2167,72,85
23,6,jaipur_sitapura,26.7997,75.8351,39,68
6,2,visakhapatnam_beach_road,17.6868,83.2185,91,78
23,6,mumbai_andheri,19.1197,72.8468,68,94
9,5,bengaluru_indiranagar,12.9784,77.6408,185,90
7,6,midtown,12.9802,77.6408,122,78
5,2,hyderabad_secunderabad,17.4399,78.4983,53,79
21,5,bengaluru_whitefield,12.9698,77.7500,131,91
8,3,bhubaneswar_janpath,20.2961,85.8245,135,67
22,6,guwahati_paltan_bazaar,26.1445,91.7362,54,65
2,2,vadodara_alkapuri,22.3072,73.1812,55,68
8,5,mumbai_andheri,19.1197,72.8468,139,72
0,5,noida_greater_noida,28.4744,77.5031,53,81
18,4,pune_hinjewadi,18.5917,73.7389,142,78
8,4,thiruvananthapuram_palayam,8.5241,76.9366,116,73
12,5,kolkata_salt_lake,22.5862,88.4143,74,74
13,2,chandigarh_sector_17,30.7333,76.7794,100,76
7,2,ahmedabad_cg_road,23.0225,72.5714,152,75
5,6,noida_greater_noida,28.4744,77.5031,49,93
3,5,hyderabad_secunderabad,17.4399,78.4983,52,73
15,0,downtown,12.9716,77.5946,100,80
7,4,jaipur_mi_road,26.9128,75.7873,156,80
11,1,midtown,12.9802,77.6408,85,87
13,2,downtown,12.9716,77.5946,133,78
12,6,noida_sector_62,28.6176,77.3721,77,80
18,5,mysuru_jayalakshmipuram,12.2958,76.6394,113,72
16,0,bhubaneswar_janpath,20.2961,85.8245,88,87
11,0,pune_hinjewadi,18.5917,73.7389,97,100
22,3,surat_adajan,21.1702,72.8311,63,73
19,1,vadodara_alkapuri,22.3072,73.1812,153,77
15,1,jaipur_mi_road,26.9128,75.7873,90,84
11,5,airport,13.1986,77.7066,115,105
9,2,kolkata_esplanade,22.5728,88.3639,184,82
12,5,thiruvananthapuram_palayam,8.5241,76.9366,66,77
0,6,noida_sector_62,28.6176,77.3721,49,79
22,2,mysuru_jayalakshmipuram,12.2958,76.6394,48,68
0,5,kolkata_esplanade,22.5728,88.3639,65,82
6,2,lucknow_hazratganj,26.8467,80.9462,111,78
17,2,kolkata_esplanade,22.5728,88.3639,140,74
8,3,srinagar_lal_chowk,34.0837,74.7973,138,58
5,2,pune_hinjewadi,18.5917,73.7389,69,97
15,0,indore_vijay_nagar,22.7196,75.8577,87,82
9,6,bhopal_mp_nagar,23.2599,77.4126,131,59
8,3,kolkata_salt_lake,22.5862,88.4143,158,74
20,1,thiruvananthapuram_palayam,8.5241,76.9366,136,58
22,1,airport,13.1986,77.7066,100,111
10,6,bhopal_mp_nagar,23.2599,77.4126,119,60
5,1,chennai_t_nagar,13.0418,80.2337,65,88
10,4,connaught_place,28.6315,77.2167,216,74
8,0,noida_greater_noida,28.4744,77.5031,112,92
16,1,indore_vijay_nagar,22.7196,75.8577,93,89
12,5,bengaluru_indiranagar,12.9784,77.6408,94,106
1,3,jaipur_mi_road,26.9128,75.7873,68,89
17,3,guwahati_paltan_bazaar,26.1445,91.7362,118,61
11,3,downtown,12.9716,77.5946,125,76
10,4,thiruvananthapuram_palayam,8.5241,76.9366,127,75
13,1,guwahati_paltan_bazaar,26.1445,91.7362,82,77
2,1,visakhapatnam_beach_road,17.6868,83.2185,55,70
4,1,guwahati_paltan_bazaar,26.1445,91.7362,58,73
13,2,downtown,12.9716,77.5946,115,86
8,6,mumbai_andheri,19.1197,72.8468,167,75
19,4,bhopal_mp_nagar,23.2599,77.4126,124,63
12,1,gurugram_cyber_city,28.4949,77.0887,97,90
16,5,noida_greater_noida,28.4744,77.5031,85,86
20,1,chennai_omr,12.8407,80.2244,172,67
7,5,surat_adajan,21.1702,72.8311,137,68
17,6,gurugram_cyber_city,28.4949,77.0887,139,70
3,3,srinagar_lal_chowk,34.0837,74.7973,49,65
12,1,kochi_mg_road,9.9312,76.2673,86,72
17,5,kochi_mg_road,9.9312,76.2673,130,60
12,4,downtown,12.9716,77.5946,111,80
21,0,visakhapatnam_beach_road,17.6868,83.2185,163,71
1,1,vadodara_alkapuri,22.3072,73.1812,48,67
1,5,connaught_place,28.6315,77.2167,73,104
3,1,kochi_mg_road,9.9312,76.2673,61,74
16,4,thiruvananthapuram_palayam,8.5241,76.9366,85,70
20,0,bhopal_mp_nagar,23.2599,77.4126,158,79
12,4,srinagar_lal_chowk,34.0837,74.7973,81,78
19,3,lucknow_hazratganj,26.8467,80.9462,137,79
23,6,surat_adajan,21.1702,72.8311,49,71
4,2,gurugram_sohna_road,28.4089,77.0383,72,90
15,1,pune_hinjewadi,18.5917,73.7389,98,84
0,3,noida_greater_noida,28.4744,77.5031,56,90
21,3,guwahati_paltan_bazaar,26.1445,91.7362,123,61
11,2,mumbai_andheri,19.1197,72.8468,107,92
13,3,airport,13.1986,77.7066,153,95
13,0,downtown,12.9716,77.5946,101,98
6,3,guwahati_paltan_bazaar,26.1445,91.7362,95,83
15,2,nagpur_sitabuildi,21.1458,79.0882,80,86
17,2,nagpur_sitabuildi,21.1458,79.0882,155,79
23,0,mysuru_jayalakshmipuram,12.2958,76.6394,55,69
18,4,connaught_place,28.6315,77.2167,235,80
18,5,hyderabad_hitech_city,17.4435,78.3772,220,75
10,0,chennai_omr,12.8407,80.2244,135,71
23,1,mumbai_andheri,19.1197,72.8468,78,86
22,3,surat_adajan,21.1702,72.8311,67,71
19,2,guwahati_paltan_bazaar,26.1445,91.7362,126,61
10,0,ahmedabad_cg_road,23.0225,72.5714,172,78
15,4,mumbai_andheri,19.1197,72.8468,82,88
22,1,bengaluru_whitefield,12.9698,77.7500,54,114
17,6,bhopal_mp_nagar,23.2599,77.4126,148,69
3,0,chandigarh_sector_17,30.7333,76.7794,53,79
0,1,connaught_place,28.6315,77.2167,86,93
2,4,kolkata_esplanade,22.5728,88.3639,65,88
7,6,gurugram_cyber_city,28.4949,77.0887,152,73
13,1,bhopal_mp_nagar,23.2599,77.4126,94,74
2,0,ahmedabad_cg_road,23.0225,72.5714,70,79
22,4,noida_greater_noida,28.4744,77.5031,58,92
19,4,hyderabad_secunderabad,17.4399,78.4983,147,84
15,4,bhopal_mp_nagar,23.2599,77.4126,96,85
11,6,connaught_place,28.6315,77.2167,108,92
17,3,bhopal_mp_nagar,23.2599,77.4126,154,67
0,1,lucknow_hazratganj,26.8467,80.9462,70,94
17,0,midtown,12.9802,77.6408,141,67
18,2,chandigarh_sector_17,30.7333,76.7794,134,80
9,5,gurugram_sohna_road,28.4089,77.0383,148,82
3,0,ahmedabad_cg_road,23.0225,72.5714,71,94
19,1,mysuru_jayalakshmipuram,12.2958,76.6394,158,62
22,0,suburb,12.9153,77.5135,48,84
11,0,kolkata_salt_lake,22.5862,88.4143,99,88
5,1,india_gate,28.6129,77.2295,56,92
13,4,connaught_place,28.6315,77.2167,120,106
7,6,srinagar_lal_chowk,34.0837,74.7973,125,61
20,1,bhopal_mp_nagar,23.2599,77.4126,156,78
12,1,jaipur_mi_road,26.9128,75.7873,97,85
15,0,india_gate,28.6129,77.2295,99,94
4,2,noida_greater_noida,28.4744,77.5031,59,84
7,5,kochi_mg_road,9.9312,76.2673,144,70
16,0,mumbai_bandra,19.0596,72.8295,149,82
11,1,gurugram_cyber_city,28.4949,77.0887,120,107
7,1,surat_adajan,21.1702,72.8311,125,60
15,1,india_gate,28.6129,77.2295,87,100
20,1,visakhapatnam_beach_road,17.6868,83.2185,131,66
15,2,kochi_mg_road,9.9312,76.2673,82,73
20,1,kolkata_esplanade,22.5728,88.3639,143,79
18,6,surat_adajan,21.1702,72.8311,145,59
1,4,mumbai_bandra,19.0596,72.8295,76,82
6,6,surat_adajan,21.1702,72.8311,98,75
14,6,bhubaneswar_janpath,20.2961,85.8245,81,86
7,5,india_gate,28.6129,77.2295,132,78
6,6,lucknow_hazratganj,26.8467,80.9462,99,73
16,0,chennai_t_nagar,13.0418,80.2337,115,84
7,3,srinagar_lal_chowk,34.0837,74.7973,145,72
4,1,hyderabad_secunderabad,17.4399,78.4983,59,97
3,2,connaught_place,28.6315,77.2167,80,98
16,1,kolkata_salt_lake,22.5862,88.4143,93,89
20,2,noida_greater_noida,28.4744,77.5031,110,88
2,4,bhubaneswar_janpath,20.2961,85.8245,51,80
14,6,ahmedabad_cg_road,23.0225,72.5714,73,77
5,5,nagpur_sitabuildi,21.1458,79.0882,52,71
8,1,mumbai_andheri,19.1197,72.8468,166,82
21,6,lucknow_hazratganj,26.8467,80.9462,158,63
8,2,lucknow_hazratganj,26.8467,80.9462,138,80
15,1,kochi_mg_road,9.9312,76.2673,87,89
0,2,surat_adajan,21.1702,72.8311,62,79
22,3,visakhapatnam_beach_road,17.6868,83.2185,68,77
18,6,jaipur_sitapura,26.7997,75.8351,95,66
15,6,visakhapatnam_beach_road,17.6868,83.2185,80,78
4,2,mumbai_andheri,19.1197,72.8468,64,99
18,6,noida_greater_noida,28.4744,77.5031,121,68
21,1,ahmedabad_cg_road,23.0225,72.5714,147,70
